Account name,แชทบอทสถาบันการศึกษา
Time zone,'+09:00
Downloaded on,2021/08/31 00:47
Sender type,Sender name,Date,Time,Message
Account,Unknown,2021/08/30,03:03:09,น้องๆ นักศึกษาต้องทำการขอเอกสารคำร้องจากที่งานทะเบียนและสถิตินักศึกษา หรือจากช่องทาง http://regist.pn.psu.ac.th/main/form_download.php และกรอกข้อมูลให้ครบถ้วน พร้อมหลักฐานลาพักการศึกษาครับ และหากน้องๆ นักศึกษาได้ทำการลงทะเบียนเรียน รวมทั้งจ่ายค่าธรรมเนียมการศึกษาแล้ว ให้ลงชื่อลาพัก โดยไม่ต้องเสียค่าลาพักการศึกษา แต่หากยังไม่ได้ลงเทียน ให้นำคำร้องพร้อมหลักฐานการชำระเงินแจ้งกับคณะที่สังกัดเป็นอันเสร็จสิ้น และรอฟังผลการลาพักจากกฝ่ายทะเบียน และสถิตินักศศึกษาครับ
User,"Kao, Kos?",2021/08/30,03:03:19,รับสมัครวิชาชีพไหมคะ
Account,Unknown,2021/08/30,03:03:21,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:03:28,รับสมัครสายศิลปฺไหมคะ
Account,Unknown,2021/08/30,03:03:29,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:03:35,รับสายศิลป์ไหมครับ
Account,Unknown,2021/08/30,03:03:37,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:03:48,รับสมัครสายศิลป์เปล่าครับ
Account,Unknown,2021/08/30,03:03:48,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:03:55,เปิดรับสมัครสายไหนบ้างคะ
Account,Unknown,2021/08/30,03:03:56,ขอโทษครับ ตอนนี้ผมยังไม่สามารถตอบข้อความนี้ได้ครับ
User,"Kao, Kos?",2021/08/30,03:04:06,จบอะไรถึงเข้าได้คะ
Account,Unknown,2021/08/30,03:04:08,โดยทั่วไปแล้วสาขาของเราอยู่ในคณะวิทยาศาสตร์ ฉะนั้นหลักสูตรที่รับก็จะเป็นสายวิทย์-คณิตครับ
User,"Kao, Kos?",2021/08/30,03:04:27,อยากเรียนแต่จบสายศิลป์มาเข้าได้ไหมคะ
Account,Unknown,2021/08/30,03:04:28,การสมัครเรียนจะจัดขึ้นตามแบบแผนของรัฐทั่วไปเลยครับ สามารถยื่นสมัครตามรอบที่สนใจได้เลย และอย่าลืมกรอกข้อมูลเพื่อสมัครเข้าสาขาวิทยาการคอมพิวเตอร์ด้วยนะครับ
User,"Kao, Kos?",2021/08/30,03:04:36,จบสายศิลป์เข้าได้ไหมคะ
Account,Unknown,2021/08/30,03:04:37,การสมัครเรียนจะจัดขึ้นตามแบบแผนของรัฐทั่วไปเลยครับ สามารถยื่นสมัครตามรอบที่สนใจได้เลย และอย่าลืมกรอกข้อมูลเพื่อสมัครเข้าสาขาวิทยาการคอมพิวเตอร์ด้วยนะครับ
